Unnamed: 0,State,District,Persons,Males,Females,Growth Rate,Rural,Number of Households,Household Size per Household,Females per 1000 Males,"Sex Ratio,0-6 Year Olds",Literate Persons,Literacy Rate,Total Educated,Total Uneducated,Below Primary,Primary,Middle,Matric.Higher.Secondary.Diploma,Graduate Degree or Above,1st Religion Name,1st Religion Population,2nd Religion Name,2nd Religion Population,3rd Religion Name,3rd Religion Population,Drinking Water Facilities,Safe Drinking Water Facilities,Electric Supply,Primary School,Middle Schools,Secondary Schools,Medical Facilities,Primary Health Centers,Communication Facilities,Bus Services,Paved Approach Road,Mud Approach Road,Permanent Housing Rate,Semi-Permanent Housing Rate,Temporary Housing Rate,Rate of Clean Water Facilities,Communication Facilities per 1000 People,Drinking Facilities per 1000 People,Medical Facilities per 1000 People,Permanent Housing,Semi-Permanent Housing,Temporary Housing,Total Housing,Religion 1 Percent Population,Religion 2 Percent Population,Religion 3 Percent Population,Rural Percent Population,Female to Male Ratio,District Name
64,Bihar,"District Sitamarhi (04), Bihar (10)",2682720,1417611,1265109,32.58,2529407,548321.0,5.0,892.0,924.0,817711,38.46,817711.0,45072.0,232998.0,241271.0,106199.0,149796.0,42252.0,Hindus,2111476,Muslims,568992,Religion not stated,1237,802.0,801.0,302.0,709.0,264,28,216.0,26,277.0,146,345,736,0.00382,0.0028199999999999996,0.00336,0.9987531172069826,0.10325341444504085,0.29895031907914354,0.08051529790660225,10248.0,7565.0,9014.0,26827.0,0.7870653664937078,0.21209518697441404,0.00046109918291882865,0.9428516580187273,0.892,District Sitamarhi 
65,Bihar,"District Madhubani (05), Bihar (10)",3575281,1840997,1734284,26.08,3450736,656858.0,5.0,942.0,939.0,1195776,41.97,1195776.0,59231.0,311450.0,337265.0,166293.0,241046.0,80377.0,Hindus,2930501,Muslims,641579,Religion not stated,1477,1034.0,1033.0,437.0,901.0,382,119,232.0,48,432.0,164,547,986,0.0028199999999999996,0.00103,0.00615,0.9990328820116054,0.12082966345862046,0.2892080370745684,0.06489000444999987,10082.0,3683.0,21988.0,35753.0,0.8196561333221081,0.17944855243545893,0.000413114381778663,0.9651649758438567,0.942,District Madhubani 
66,Bihar,"District Supaul * (06), Bihar (10)",1732578,902207,830371,29.95,1644370,308453.0,6.0,920.0,925.0,509025,37.28,509025.0,36513.0,141754.0,142665.0,68442.0,90900.0,28675.0,Hindus,1426108,Muslims,302120,Christians,1893,526.0,525.0,151.0,440.0,187,52,104.0,14,194.0,53,242,504,0.00118,0.001,0.00782,0.9980988593155894,0.11197187081909155,0.30359383531361933,0.060026157552502686,2044.0,1733.0,13549.0,17326.0,0.8231133028354279,0.1743759876900203,0.0010925915023739191,0.9490885836020081,0.92,District Supaul * 
67,Bihar,"District Araria (07), Bihar (10)",2158608,1128105,1030503,31.84,2026257,415563.0,5.0,913.0,962.0,589679,35.01,589679.0,56822.0,170917.0,169716.0,72976.0,90784.0,26900.0,Hindus,1263766,Muslims,887972,Jains,2504,713.0,711.0,129.0,552.0,162,4,60.0,16,211.0,108,252,683,0.0008,0.0017499999999999998,0.00745,0.9971949509116409,0.09774817845574556,0.33030545610875156,0.027795690556136177,1727.0,3778.0,16082.0,21587.0,0.5854541445227666,0.4113632489085559,0.0011600068192094163,0.938686875986747,0.913,District Araria 
68,Bihar,"District Kishanganj (08), Bihar (10)",1296348,669552,626796,31.5,1167340,257252.0,5.0,936.0,946.0,313488,31.09,313488.0,30065.0,104143.0,89804.0,35723.0,38799.0,13632.0,Muslims,876105,Hindus,412995,Christians,2856,730.0,730.0,116.0,442.0,91,23,120.0,16,123.0,39,181,701,0.00106,0.00373,0.00521,1.0,0.09488192985216932,0.5631203966836066,0.0925677364411408,1374.0,4835.0,6754.0,12963.0,0.6758254727897138,0.3185834359292412,0.002203112127299151,0.9004835121433442,0.936,District Kishanganj 
69,Bihar,"District Purnia (09), Bihar (10)",2543942,1328417,1215525,35.23,2321544,492491.0,5.0,915.0,967.0,700070,35.1,700070.0,45607.0,192055.0,188455.0,89717.0,121468.0,60584.0,Hindus,1584796,Muslims,935239,Others,14224,1103.0,1095.0,313.0,676.0,197,32,178.0,27,250.0,124,284,1046,0.00106,0.0016899999999999999,0.0072499999999999995,0.9927470534904805,0.09827268074507987,0.43357906744729247,0.06997014869049686,2697.0,4299.0,18444.0,25440.0,0.6229686054163185,0.36763377466939107,0.0055913224436720645,0.9125774093906229,0.915,District Purnia 
70,Bihar,"District Katihar (10), Bihar (10)",2392638,1246872,1145766,30.91,2174361,455376.0,5.0,919.0,966.0,655119,35.09,655119.0,27714.0,190559.0,184659.0,98997.0,112380.0,39452.0,Hindus,1363523,Muslims,1017495,Christians,4994,1290.0,1231.0,277.0,785.0,183,56,248.0,30,239.0,83,316,1174,0.00149,0.0036700000000000005,0.00484,0.9542635658914729,0.09988974512650889,0.5391538544485208,0.10365128364591718,3565.0,8781.0,11580.0,23926.0,0.5698826985110159,0.42526073731170366,0.0020872359295472194,0.9087714062887908,0.919,District Katihar 
71,Bihar,"District Madhepura (11), Bihar (10)",1526646,797180,729466,29.45,1458679,267179.0,6.0,915.0,926.0,431480,36.07,431480.0,24076.0,110975.0,116785.0,56748.0,91201.0,31536.0,Hindus,1351978,Muslims,173605,Religion not stated,494,384.0,383.0,168.0,311.0,195,42,141.0,24,183.0,65,163,371,0.0016300000000000002,0.00118,0.007190000000000001,0.9973958333333334,0.1198706183358814,0.2515317892949643,0.09235932888174468,2488.0,1801.0,10977.0,15266.0,0.8855870974672583,0.11371660489727153,0.00032358516643675087,0.9554795283254927,0.915,District Madhepura 
72,Bihar,"District Saharsa (12), Bihar (10)",1508182,789432,718750,33.03,1383015,268453.0,6.0,910.0,911.0,465577,39.08,465577.0,22822.0,117503.0,121342.0,63340.0,103110.0,37268.0,Hindus,1289364,Muslims,217922,Christians,437,441.0,441.0,127.0,374.0,178,29,63.0,14,211.0,60,188,394,0.0028699999999999997,0.00147,0.005660000000000001,1.0,0.1399035394932442,0.2924050280403824,0.04177214686291177,4328.0,2217.0,8536.0,15081.0,0.8549127359960536,0.14449317124856284,0.0002897528282395626,0.9170080268826972,0.91,District Saharsa 
73,Bihar,"District Darbhanga (13), Bihar (10)",3295789,1722189,1573600,30.85,3028441,616636.0,5.0,914.0,914.0,1167572,44.33,1167572.0,82032.0,293372.0,325340.0,150907.0,232248.0,82655.0,Hindus,2543284,Muslims,748971,Religion not stated,2245,1083.0,1083.0,490.0,850.0,267,81,271.0,29,404.0,138,494,961,0.00475,0.0021,0.00315,1.0,0.12258066277907961,0.3286011331429287,0.0822261376562638,15655.0,6921.0,10382.0,32958.0,0.7716768276124473,0.2272508950057179,0.0006811722473738459,0.9188819429884619,0.914,District Darbhanga 
74,Bihar,"District Muzaffarpur (14), Bihar (10)",3746714,1951466,1795248,26.74,3398361,650882.0,6.0,920.0,927.0,1440954,47.95,1440954.0,89865.0,377697.0,375833.0,184370.0,271130.0,138923.0,Hindus,3168225,Muslims,573951,Religion not stated,2104,1725.0,1725.0,1021.0,1423.0,412,104,526.0,50,473.0,216,763,1638,0.00442,0.00135,0.00423,1.0,0.12624395670446156,0.46040343618434715,0.14038968546838643,16560.0,5058.0,15849.0,37467.0,0.8456009719450164,0.15318783339214043,0.0005615587418735458,0.9070243952434053,0.92,District Muzaffarpur 
75,Bihar,"District Gopalganj (15), Bihar (10)",2152638,1075710,1076928,26.11,2022048,320452.0,7.0,1001.0,963.0,816173,47.48,816173.0,23055.0,251520.0,226128.0,128485.0,158427.0,28515.0,Hindus,1784275,Muslims,367219,Religion not stated,850,1383.0,1383.0,439.0,866.0,189,69,261.0,74,231.0,155,549,1279,0.00579,0.0008500000000000001,0.00335,1.0,0.10731019335345747,0.6424675212460246,0.12124658210065975,12464.0,1830.0,7211.0,21505.0,0.8288783343971443,0.1705902246452957,0.00039486434783739764,0.9393348997834285,1.001,District Gopalganj 
76,Bihar,"District Siwan (16), Bihar (10)",2714349,1336283,1378066,24.78,2564860,383575.0,7.0,1031.0,933.0,1118027,51.65,1118027.0,45266.0,306968.0,306275.0,180106.0,209847.0,67645.0,Hindus,2218632,Muslims,494176,Religion not stated,899,1438.0,1437.0,441.0,1119.0,287,68,254.0,37,361.0,151,560,1333,0.00715,0.00133,0.0015199999999999999,0.9993045897079277,0.13299689907230058,0.5297771215123773,0.09357676555225582,19408.0,3610.0,4126.0,27144.0,0.8173716791761119,0.18206059721870696,0.00033120280406093687,0.9449263893478694,1.031,District Siwan 
77,Bihar,"District Saran (17), Bihar (10)",3248701,1652661,1596040,26.37,2950064,471446.0,7.0,966.0,949.0,1347610,51.8,1347610.0,44856.0,342494.0,360628.0,220404.0,317047.0,62137.0,Hindus,2909213,Muslims,337767,Religion not stated,758,1566.0,1566.0,544.0,1213.0,358,49,342.0,46,462.0,170,611,1526,0.00695,0.0018600000000000003,0.00119,1.0,0.14221068667138034,0.48203882105493856,0.10527284597751532,22578.0,6043.0,3866.0,32487.0,0.8955003861543429,0.10396986364703924,0.00023332402704958073,0.9080749505725519,0.966,District Saran 
78,Bihar,"District Vaishali (18), Bihar (10)",2718421,1415603,1302818,26.39,2531766,412669.0,7.0,920.0,937.0,1098151,50.49,1098151.0,42767.0,289620.0,290962.0,160999.0,260462.0,53254.0,Hindus,2457636,Muslims,259158,Religion not stated,922,1414.0,1414.0,970.0,929.0,294,37,154.0,29,408.0,141,627,1300,0.00502,0.0024,0.0025800000000000003,1.0,0.15008712778484273,0.5201548987445286,0.05665053352663182,13646.0,6524.0,7014.0,27184.0,0.9040674715211514,0.09533401927074578,0.0003391674799451593,0.931336978341471,0.92,District Vaishali 
79,Bihar,"District Samastipur (19), Bihar (10)",3394793,1760692,1634101,25.63,3271338,575523.0,6.0,928.0,937.0,1211152,45.13,1211152.0,94677.0,348068.0,318259.0,161391.0,218608.0,69956.0,Hindus,3035755,Muslims,355897,Religion not stated,1432,1122.0,1122.0,674.0,878.0,321,94,195.0,39,444.0,151,636,1052,0.00547,0.00198,0.00255,1.0,0.13078853408735083,0.3305061604639812,0.05744091024106624,18570.0,6722.0,8657.0,33949.0,0.894238617789067,0.10483614170289617,0.00042182247930875314,0.9636340124419958,0.928,District Samastipur 
80,Bihar,"District Begusarai (20), Bihar (10)",2349366,1228874,1120492,29.11,2241743,404656.0,6.0,912.0,945.0,896444,47.98,896444.0,54409.0,230002.0,238430.0,115437.0,201143.0,56953.0,Hindus,2033039,Muslims,313713,Religion not stated,1224,729.0,729.0,457.0,503.0,233,92,167.0,76,260.0,146,446,556,0.005329999999999999,0.0028199999999999996,0.00185,1.0,0.110668154727701,0.3102964799865155,0.07108300707510025,12522.0,6625.0,4346.0,23493.0,0.8653564408440405,0.1335309185541972,0.0005209916207181001,0.954190619937464,0.912,District Begusarai 
81,Bihar,"District Khagaria (21), Bihar (10)",1280354,679267,601087,29.32,1204027,224095.0,6.0,885.0,931.0,414174,41.35,414174.0,24151.0,106607.0,111887.0,55070.0,95168.0,21286.0,Hindus,1147346,Muslims,131441,Others,546,241.0,241.0,114.0,220.0,136,44,124.0,35,152.0,47,126,233,0.0039700000000000004,0.00256,0.0034700000000000004,1.0,0.11871716728342319,0.18822919286384857,0.09684821541542418,5083.0,3278.0,4443.0,12804.0,0.8961162303550424,0.1026598893743449,0.00042644456142598063,0.94038601824183,0.885,District Khagaria 
82,Bihar,"District Bhagalpur (22), Bihar (10)",2423172,1291658,1131514,27.24,1970745,412080.0,6.0,876.0,966.0,965683,49.5,965683.0,52742.0,204880.0,243090.0,142439.0,243765.0,78697.0,Hindus,1990976,Muslims,423246,Christians,1853,935.0,934.0,445.0,642.0,216,88,229.0,57,358.0,101,460,804,0.0044,0.0027300000000000002,0.0028699999999999997,0.9989304812834224,0.14774023470063208,0.3858578755449468,0.09450422834202442,10662.0,6615.0,6955.0,24232.0,0.821640395316552,0.17466609881593217,0.0007647001533527129,0.813291421327087,0.876,District Bhagalpur 
83,Bihar,"District Banka * (23), Bihar (10)",1608773,843293,765480,24.47,1552353,278639.0,6.0,908.0,964.0,547326,42.73,547326.0,21838.0,137137.0,161536.0,83442.0,118870.0,24495.0,Hindus,1409352,Muslims,190051,Others,5264,1682.0,1677.0,289.0,909.0,207,53,146.0,25,234.0,108,360,1455,0.00227,0.0029,0.00483,0.9970273483947681,0.1454524659476508,1.0455172979655925,0.09075239328357698,3652.0,4665.0,7770.0,16087.0,0.8760415546506561,0.11813413079408966,0.0032720588920873237,0.9649297943215108,0.908,District Banka * 
84,Bihar,"District Munger (24), Bihar (10)",1137797,607730,530067,20.34,819950,195175.0,6.0,872.0,914.0,554332,59.47,554332.0,22893.0,107443.0,134681.0,82675.0,166331.0,40304.0,Hindus,1045233,Muslims,89791,Christians,1135,525.0,524.0,321.0,382.0,127,65,149.0,18,176.0,94,337,454,0.00505,0.0026,0.0023499999999999997,0.9980952380952381,0.15468488667134822,0.46141798580941945,0.13095481882972096,5746.0,2958.0,2674.0,11378.0,0.9186462963076893,0.0789165378358354,0.0009975417407498877,0.720647004694159,0.872,District Munger 
85,Bihar,"District Lakhisarai * (25), Bihar (10)",802225,417672,384553,23.94,684485,125397.0,6.0,921.0,950.0,303536,47.96,303536.0,6385.0,75190.0,85703.0,37350.0,83075.0,15832.0,Hindus,766232,Muslims,35378,Sikhs,211,357.0,357.0,116.0,308.0,125,34,96.0,12,118.0,33,125,299,0.00502,0.00343,0.00155,1.0,0.14709090342484962,0.44501230951416376,0.11966717566767429,4027.0,2752.0,1243.0,8022.0,0.9551335348561812,0.044099847299697716,0.0002630184798529091,0.853233195175917,0.921,District Lakhisarai * 
86,Bihar,"District Sheikhpura * (26), Bihar (10)",525502,273992,251510,24.96,444189,78958.0,7.0,918.0,954.0,202035,48.6,202035.0,8668.0,44938.0,55787.0,23763.0,57234.0,11645.0,Hindus,487021,Muslims,37755,Christians,375,268.0,268.0,130.0,238.0,95,35,72.0,7,96.0,67,174,151,0.004710000000000001,0.00414,0.00115,1.0,0.18268246362525736,0.5099885442871768,0.13701184771894304,2475.0,2176.0,604.0,5255.0,0.9267728762212133,0.07184558764762075,0.0007136033735361616,0.8452660503670776,0.918,District Sheikhpura * 
87,Bihar,"District Nalanda (27), Bihar (10)",2370528,1238599,1131929,18.64,2016899,360797.0,7.0,914.0,941.0,1015473,53.19,1015473.0,36592.0,210649.0,257416.0,133793.0,269470.0,105051.0,Hindus,2191552,Muslims,176871,Religion not stated,888,1000.0,1000.0,366.0,879.0,344,98,198.0,34,325.0,92,398,706,0.005529999999999999,0.00319,0.00128,1.0,0.1371002578328541,0.42184694717801263,0.0835256955412465,13109.0,7562.0,3034.0,23705.0,0.924499520781868,0.07461249139432227,0.00037460008909407527,0.8508226859163865,0.914,District Nalanda 
88,Bihar,"District Patna (28), Bihar (10)",4718592,2519942,2198650,30.17,2757060,726364.0,6.0,873.0,922.0,2453501,62.92,2453501.0,293828.0,456450.0,541973.0,307964.0,504159.0,348464.0,Hindus,4333556,Muslims,366164,Christians,8951,1288.0,1288.0,615.0,1199.0,421,161,390.0,47,471.0,103,520,970,0.006840000000000001,0.00221,0.00095,1.0,0.09981791178385417,0.2729627821180556,0.08265177408854167,32275.0,10428.0,4483.0,47186.0,0.9184002346462674,0.0776002671983507,0.0018969641791449653,0.5842971801757812,0.873,District Patna 
89,Bihar,"District Bhojpur (29), Bihar (10)",2243144,1179611,1063533,24.58,1930730,321192.0,7.0,902.0,939.0,1073010,58.96,1073010.0,21235.0,245719.0,294520.0,191702.0,251870.0,67823.0,Hindus,2076589,Muslims,163193,Religion not stated,913,999.0,998.0,247.0,885.0,243,35,133.0,29,326.0,243,465,729,0.0057399999999999994,0.0036200000000000004,0.00064,0.998998998998999,0.14533173082066955,0.44535705242284934,0.05929177975199095,12876.0,8120.0,1436.0,22432.0,0.9257493054391515,0.07275190536140345,0.0004070180068689304,0.8607249467711391,0.902,District Bhojpur 
90,Bihar,"District Buxar * (30), Bihar (10)",1402396,738354,664042,29.03,1273422,192426.0,7.0,899.0,924.0,642167,56.8,642167.0,18334.0,153170.0,169511.0,111320.0,151446.0,38342.0,Hindus,1309181,Muslims,86382,Buddhists,4464,819.0,819.0,318.0,529.0,147,79,95.0,15,187.0,64,246,701,0.005329999999999999,0.00377,0.0008900000000000001,1.0,0.13334322117290692,0.5840005248161004,0.06774120861725219,7475.0,5287.0,1248.0,14010.0,0.9335316130393982,0.06159601139763662,0.003183123739656987,0.9080331090505107,0.899,District Buxar * 
91,Bihar,"District Kaimur (Bhabua) * (31), Bihar (10)",1289074,677623,611451,30.64,1247299,184797.0,7.0,902.0,939.0,561854,55.12,561854.0,30513.0,148388.0,153131.0,97772.0,103874.0,28174.0,Hindus,1161779,Muslims,123048,Buddhists,2880,1349.0,1345.0,645.0,791.0,168,38,225.0,10,163.0,145,467,1081,0.00361,0.005849999999999999,0.0005400000000000001,0.9970348406226834,0.1264473567847928,1.0464876337588067,0.17454389740232135,4654.0,7541.0,696.0,12891.0,0.9012508203563178,0.0954545666113815,0.0022341618867497133,0.9675930163823023,0.902,District Kaimur 
92,Bihar,"District Rohtas (32), Bihar (10)",2450748,1283485,1167263,27.71,2123942,346043.0,7.0,909.0,950.0,1205287,61.29,1205287.0,30279.0,275242.0,313981.0,204073.0,303289.0,78327.0,Hindus,2199049,Muslims,246760,Sikhs,2549,1710.0,1708.0,493.0,1185.0,339,112,153.0,32,313.0,265,738,1259,0.00506,0.004710000000000001,0.00024,0.9988304093567252,0.12771610953064125,0.6977461574996695,0.06242991935523359,12401.0,11543.0,588.0,24532.0,0.8972970701190004,0.10068762679802248,0.0010400906172319635,0.8666505083345982,0.909,District Rohtas 
93,Bihar,District Jehanabad,1514315,784946,729369,28.64,1402703,230635.0,7.0,929.0,916.0,674115,55.26,674115.0,29147.0,148272.0,165901.0,94041.0,195509.0,40964.0,Hindus,1389053,Muslims,124149,Religion not stated,743,856.0,856.0,219.0,672.0,175,81,123.0,21,206.0,76,312,611,0.0046500000000000005,0.00364,0.0017100000000000001,1.0,0.13603510498146026,0.5652720867190776,0.08122484423650297,7042.0,5512.0,2589.0,15143.0,0.9172814110670501,0.08198360314729762,0.000490650888355461,0.92629538768354,0.929,District Jehanabad
94,Bihar,"District Aurangabad (34), Bihar (10)",2013055,1040945,972110,30.19,1842998,285969.0,7.0,934.0,943.0,920766,57.03,920766.0,42368.0,223690.0,246053.0,133900.0,226566.0,48108.0,Hindus,1814612,Muslims,196030,Religion not stated,1161,1739.0,1739.0,527.0,1148.0,220,76,270.0,53,261.0,201,445,1429,0.00335,0.00523,0.0014199999999999998,1.0,0.1296536855674584,0.8638611463670889,0.13412450231116388,6744.0,10528.0,2859.0,20131.0,0.9014219681032063,0.09737935625206465,0.0005767353599380046,0.9155229241128533,0.934,District Aurangabad 
95,Bihar,"District Gaya (35), Bihar (10)",3473428,1792163,1681265,30.19,2997479,510968.0,7.0,938.0,968.0,1405453,50.45,1405453.0,80880.0,365097.0,373287.0,183747.0,315430.0,86752.0,Hindus,3063841,Muslims,403439,Religion not stated,1622,2680.0,2678.0,539.0,1635.0,277,104,278.0,55,380.0,270,711,2121,0.0032700000000000003,0.0046700000000000005,0.00207,0.9992537313432835,0.10940200862087829,0.7715720607998784,0.08003620630685306,11358.0,16221.0,7190.0,34769.0,0.8820798934078956,0.11615009725262766,0.00046697383679753836,0.8629742721023727,0.938,District Gaya 
96,Bihar,"District Nawada (36), Bihar (10)",1809696,929960,879736,33.08,1671253,256386.0,7.0,946.0,977.0,679135,46.83,679135.0,33841.0,164913.0,193068.0,85800.0,165701.0,35707.0,Hindus,1604223,Muslims,204457,Religion not stated,354,964.0,961.0,509.0,749.0,159,60,156.0,37,191.0,108,363,582,0.0038900000000000002,0.00475,0.00136,0.9968879668049793,0.10554258836843315,0.532686152812406,0.0862023234841653,7040.0,8596.0,2461.0,18097.0,0.8864599358124238,0.1129786439269358,0.00019561296482945202,0.9234993059607801,0.946,District Nawada 
97,Bihar,"District Jamui * (37), Bihar (10)",1398796,729138,669658,32.9,1295552,232939.0,6.0,918.0,963.0,476261,42.43,476261.0,25053.0,134181.0,146100.0,60873.0,93148.0,16894.0,Hindus,1212941,Muslims,170334,Others,9511,1314.0,1310.0,270.0,706.0,150,48,124.0,14,164.0,67,299,1058,0.00266,0.00637,0.0009699999999999999,0.9969558599695586,0.1172436867134307,0.9393792947649264,0.08864766556381344,3721.0,8910.0,1357.0,13988.0,0.8671321622309471,0.12177186666247258,0.0067994189288502396,0.9261908098107229,0.918,District Jamui * 
98,CG,"District Koriya * (01), Chhattisgarh (22)",586327,301251,285076,16.91,411536,118828.0,5.0,946.0,969.0,306668,63.09,306668.0,19088.0,103521.0,85487.0,42217.0,41975.0,14373.0,Hindus,549179,Muslims,22535,Christians,7570,650.0,645.0,405.0,562.0,114,39,48.0,13,79.0,47,130,500,0.00231,0.0076500000000000005,5e-05,0.9923076923076923,0.13473710062814778,1.1085963975733677,0.08186558012849485,1354.0,4485.0,29.0,5868.0,0.9366428631122223,0.038434184337408986,0.012910884199431375,0.7018881954950054,0.946,District Koriya * 
99,CG,"District Surguja (02), Chhattisgarh (22)",1972094,1000050,972044,24.58,1834913,383217.0,5.0,972.0,976.0,873459,54.79,873459.0,106497.0,296575.0,220260.0,115576.0,101299.0,33241.0,Hindus,1823285,Christians,72380,Muslims,63685,1745.0,1742.0,1432.0,1713.0,468,177,508.0,49,241.0,321,540,1429,0.0006,0.00926,0.00014,0.9982808022922636,0.12220512815312048,0.8848462598638808,0.2575942120406025,1183.0,18262.0,276.0,19721.0,0.9245426435048228,0.03670210446358033,0.032293085420877506,0.9304389141694057,0.972,District Surguja 
100,CG,"District Jashpur * (03), Chhattisgarh (22)",743160,371697,371463,12.71,708965,148792.0,5.0,999.0,975.0,395548,63.77,395548.0,34349.0,130597.0,103656.0,62225.0,50922.0,13790.0,Hindus,559984,Christians,169609,Muslims,11720,760.0,760.0,550.0,749.0,202,105,304.0,42,167.0,125,171,559,0.00047,0.0095,3e-05,1.0,0.22471607729156576,1.0226599924646105,0.4090639969858442,349.0,7060.0,22.0,7431.0,0.753517412131977,0.2282267613972765,0.015770493568006888,0.9539870283653588,0.999,District Jashpur * 
101,CG,"District Raigarh (04), Chhattisgarh (22)",1265529,634597,630932,18.68,1096073,268609.0,5.0,994.0,964.0,746495,70.16,746495.0,56271.0,268796.0,204985.0,99568.0,86502.0,30355.0,Hindus,1212180,Christians,36098,Muslims,12637,1410.0,1409.0,1385.0,1350.0,339,143,279.0,20,336.0,253,370,993,0.00172,0.007890000000000001,0.00039,0.999290780141844,0.26550162027104873,1.1141585850660078,0.22046116683221006,2177.0,9985.0,494.0,12656.0,0.957844506131428,0.028524040144477132,0.00998554754572989,0.866098682843301,0.994,District Raigarh 
102,CG,"District Korba * (05), Chhattisgarh (22)",1011823,515147,496676,22.55,644860,203104.0,5.0,964.0,978.0,518372,61.71,518372.0,9373.0,164517.0,137964.0,79124.0,93719.0,33634.0,Hindus,949774,Muslims,21761,Christians,17641,707.0,707.0,563.0,674.0,203,107,214.0,25,164.0,124,201,479,0.00314,0.00672,0.00014,1.0,0.16208368459700956,0.6987388110371083,0.21149944209609783,3177.0,6799.0,142.0,10118.0,0.9386760332587815,0.0215067259787532,0.017434867560828328,0.6373249076172414,0.964,District Korba * 
